id,duration,start_date,start_station_name,start_station_id,end_date,end_station_name,end_station_id,bike_id,subscription_type,zip_code
763406,290,5/12/2015 11:33,Market at Sansome,77,5/12/2015 11:38,2nd at Folsom,62,279,Subscriber,94549
762444,508,5/11/2015 19:05,Market at 10th,67,5/11/2015 19:13,Townsend at 7th,65,495,Subscriber,94608
761482,270,5/11/2015 9:31,Market at Sansome,77,5/11/2015 9:36,2nd at Folsom,62,439,Subscriber,94611
760470,586,5/10/2015 10:09,Commercial at Montgomery,45,5/10/2015 10:18,2nd at Townsend,61,522,Subscriber,94109
759546,818,5/8/2015 17:15,Golden Gate at Polk,59,5/8/2015 17:29,San Francisco Caltrain 2 (330 Townsend),69,279,Subscriber,94305
758661,531,5/8/2015 8:45,Civic Center BART (7th at Market),72,5/8/2015 8:54,Townsend at 7th,65,544,Subscriber,94602
757744,487,5/7/2015 16:55,St James Park,13,5/7/2015 17:03,Japantown,9,647,Subscriber,95112
756827,613,5/7/2015 8:16,2nd at Townsend,61,5/7/2015 8:26,Embarcadero at Vallejo,48,458,Subscriber,94107
755885,445,5/6/2015 16:40,Clay at Battery,41,5/6/2015 16:48,Embarcadero at Sansome,60,392,Subscriber,94133
754944,394,5/6/2015 8:10,Market at 10th,67,5/6/2015 8:17,Market at 4th,76,428,Subscriber,94103
754032,5639,5/5/2015 16:43,Market at Sansome,77,5/5/2015 18:17,Yerba Buena Center of the Arts (3rd @ Howard),68,596,Customer,nil
753117,365,5/5/2015 7:54,Grant Avenue at Columbus Avenue,73,5/5/2015 8:00,Market at Sansome,77,313,Subscriber,94133
752157,348,5/4/2015 16:07,5th at Howard,57,5/4/2015 16:13,San Francisco Caltrain 2 (330 Townsend),69,318,Subscriber,94070
751191,787,5/4/2015 7:05,San Francisco Caltrain (Townsend at 4th),70,5/4/2015 7:19,Davis at Jackson,42,624,Subscriber,94087
750250,7994,5/2/2015 10:02,Harry Bridges Plaza (Ferry Building),50,5/2/2015 12:15,Harry Bridges Plaza (Ferry Building),50,514,Customer,7500
749318,426,5/1/2015 12:30,Embarcadero at Folsom,51,5/1/2015 12:37,Market at Sansome,77,96,Subscriber,94549
748445,710,4/30/2015 20:13,Market at Sansome,77,4/30/2015 20:24,Embarcadero at Sansome,60,100,Subscriber,94107
747538,429,4/30/2015 10:52,2nd at South Park,64,4/30/2015 10:59,Post at Kearny,47,445,Subscriber,94107
746592,405,4/29/2015 18:30,San Francisco Caltrain (Townsend at 4th),70,4/29/2015 18:36,Howard at 2nd,63,292,Subscriber,94105
745631,254,4/29/2015 9:38,San Francisco Caltrain 2 (330 Townsend),69,4/29/2015 9:42,Townsend at 7th,65,395,Subscriber,94105
744735,643,4/28/2015 18:02,San Francisco Caltrain (Townsend at 4th),70,4/28/2015 18:12,Harry Bridges Plaza (Ferry Building),50,457,Subscriber,94930
743817,913,4/28/2015 9:22,San Francisco Caltrain (Townsend at 4th),70,4/28/2015 9:37,Broadway St at Battery St,82,471,Subscriber,95111
742867,601,4/27/2015 17:34,San Jose Diridon Caltrain Station,2,4/27/2015 17:44,MLK Library,11,157,Subscriber,94040
741914,722,4/27/2015 8:29,Spear at Folsom,49,4/27/2015 8:41,Townsend at 7th,65,601,Subscriber,94547
740949,742,4/25/2015 15:42,Embarcadero at Folsom,51,4/25/2015 15:55,Powell at Post (Union Square),71,505,Subscriber,94158
740026,724,4/24/2015 16:01,Beale at Market,56,4/24/2015 16:13,San Francisco Caltrain (Townsend at 4th),70,540,Subscriber,94041
739121,790,4/24/2015 6:05,Temporary Transbay Terminal (Howard at Beale),55,4/24/2015 6:18,Golden Gate at Polk,59,289,Subscriber,94591
738200,520,4/23/2015 13:33,Commercial at Montgomery,45,4/23/2015 13:42,5th at Howard,57,193,Subscriber,94596
737310,171,4/22/2015 23:01,5th at Howard,57,4/22/2015 23:04,Powell Street BART,39,528,Subscriber,94107
736417,579,4/22/2015 12:46,Yerba Buena Center of the Arts (3rd @ Howard),68,4/22/2015 12:55,Clay at Battery,41,603,Customer,nil
735500,267,4/21/2015 21:09,San Jose Diridon Caltrain Station,2,4/21/2015 21:13,Santa Clara at Almaden,4,663,Subscriber,95110
734603,362,4/21/2015 12:31,Harry Bridges Plaza (Ferry Building),50,4/21/2015 12:37,Embarcadero at Vallejo,48,269,Subscriber,94103
733651,1365,4/20/2015 20:18,2nd at South Park,64,4/20/2015 20:41,San Francisco Caltrain 2 (330 Townsend),69,606,Subscriber,94107
732728,763,4/20/2015 10:48,Broadway St at Battery St,82,4/20/2015 11:01,San Francisco Caltrain (Townsend at 4th),70,537,Subscriber,94133
731724,748,4/19/2015 13:56,Market at 4th,76,4/19/2015 14:08,2nd at South Park,64,606,Subscriber,94107
730831,389,4/17/2015 18:32,Market at 4th,76,4/17/2015 18:38,Market at 10th,67,540,Subscriber,94103
729910,585,4/17/2015 9:31,Yerba Buena Center of the Arts (3rd @ Howard),68,4/17/2015 9:40,Commercial at Montgomery,45,374,Subscriber,94117
729009,347,4/16/2015 18:05,Mountain View Caltrain Station,28,4/16/2015 18:11,Mountain View City Hall,27,681,Subscriber,94041
728093,301,4/16/2015 9:10,Powell at Post (Union Square),71,4/16/2015 9:15,Yerba Buena Center of the Arts (3rd @ Howard),68,468,Subscriber,94107
727196,1006,4/15/2015 17:52,Commercial at Montgomery,45,4/15/2015 18:09,2nd at Townsend,61,191,Subscriber,94123
726224,459,4/15/2015 8:58,Embarcadero at Bryant,54,4/15/2015 9:06,Commercial at Montgomery,45,387,Subscriber,94105
725258,1234,4/14/2015 17:29,Davis at Jackson,42,4/14/2015 17:50,San Francisco Caltrain (Townsend at 4th),70,618,Subscriber,94402
724313,436,4/14/2015 8:46,Harry Bridges Plaza (Ferry Building),50,4/14/2015 8:53,Embarcadero at Sansome,60,212,Subscriber,94587
723334,629,4/13/2015 17:00,Embarcadero at Folsom,51,4/13/2015 17:11,San Francisco Caltrain (Townsend at 4th),70,431,Subscriber,95014
722413,479,4/13/2015 8:11,Grant Avenue at Columbus Avenue,73,4/13/2015 8:19,Post at Kearny,47,496,Subscriber,94133
721477,4585,4/11/2015 14:24,Post at Kearny,47,4/11/2015 15:40,Market at 4th,76,631,Subscriber,94107
720477,203,4/10/2015 15:55,2nd at Folsom,62,4/10/2015 15:59,Temporary Transbay Terminal (Howard at Beale),55,585,Subscriber,94602
719585,401,4/10/2015 7:21,Castro Street and El Camino Real,32,4/10/2015 7:28,Mountain View Caltrain Station,28,675,Subscriber,94040
718647,238,4/9/2015 14:06,Harry Bridges Plaza (Ferry Building),50,4/9/2015 14:10,Davis at Jackson,42,608,Subscriber,94402
717697,518,4/8/2015 22:09,Market at 4th,76,4/8/2015 22:17,San Francisco Caltrain (Townsend at 4th),70,450,Subscriber,94102
716802,648,4/8/2015 13:07,Steuart at Market,74,4/8/2015 13:18,Powell Street BART,39,582,Subscriber,94066
715856,994,4/7/2015 19:52,Spear at Folsom,49,4/7/2015 20:08,Golden Gate at Polk,59,404,Subscriber,94109
714905,305,4/7/2015 9:28,Davis at Jackson,42,4/7/2015 9:33,Embarcadero at Sansome,60,542,Subscriber,94602
713949,510,4/6/2015 17:11,St James Park,13,4/6/2015 17:19,San Jose Diridon Caltrain Station,2,653,Subscriber,94105
713026,588,4/6/2015 8:22,San Francisco Caltrain (Townsend at 4th),70,4/6/2015 8:31,Post at Kearny,47,86,Subscriber,94107
712039,335,4/4/2015 10:08,Post at Kearny,47,4/4/2015 10:14,Harry Bridges Plaza (Ferry Building),50,289,Subscriber,94111
711102,1786,4/3/2015 12:22,Market at 10th,67,4/3/2015 12:52,San Francisco Caltrain 2 (330 Townsend),69,336,Subscriber,94107
710171,993,4/2/2015 18:39,South Van Ness at Market,66,4/2/2015 18:56,Temporary Transbay Terminal (Howard at Beale),55,388,Subscriber,94611
709267,579,4/2/2015 10:16,Market at 10th,67,4/2/2015 10:26,San Francisco Caltrain 2 (330 Townsend),69,582,Subscriber,94108
708345,246,4/1/2015 18:56,Commercial at Montgomery,45,4/1/2015 19:00,Davis at Jackson,42,594,Subscriber,94111
707406,378,4/1/2015 9:41,Grant Avenue at Columbus Avenue,73,4/1/2015 9:48,Market at Sansome,77,621,Subscriber,94133
706497,758,3/31/2015 18:23,Harry Bridges Plaza (Ferry Building),50,3/31/2015 18:35,Steuart at Market,74,85,Subscriber,94105
705497,442,3/31/2015 9:18,2nd at South Park,64,3/31/2015 9:25,Post at Kearny,47,632,Subscriber,94107
704610,223,3/30/2015 18:08,Townsend at 7th,65,3/30/2015 18:12,San Francisco Caltrain 2 (330 Townsend),69,349,Subscriber,94066
703677,16823,3/30/2015 9:25,Market at 4th,76,3/30/2015 14:05,Market at 4th,76,354,Customer,6103
702745,522,3/29/2015 12:14,San Francisco Caltrain (Townsend at 4th),70,3/29/2015 12:23,Spear at Folsom,49,537,Subscriber,94105
701741,557,3/27/2015 19:57,Market at Sansome,77,3/27/2015 20:06,Embarcadero at Vallejo,48,531,Customer,492
700815,92,3/27/2015 10:49,Broadway St at Battery St,82,3/27/2015 10:50,Davis at Jackson,42,364,Subscriber,94107
699876,485,3/26/2015 18:31,Embarcadero at Bryant,54,3/26/2015 18:39,Harry Bridges Plaza (Ferry Building),50,466,Subscriber,94122
698859,621,3/26/2015 9:46,Market at 10th,67,3/26/2015 9:57,Market at Sansome,77,100,Subscriber,29103
697885,394,3/25/2015 18:03,Mountain View Caltrain Station,28,3/25/2015 18:09,Mountain View City Hall,27,252,Subscriber,94041
696945,399,3/25/2015 9:33,Beale at Market,56,3/25/2015 9:40,Embarcadero at Vallejo,48,611,Subscriber,94112
695932,773,3/24/2015 17:58,Clay at Battery,41,3/24/2015 18:11,San Francisco Caltrain (Townsend at 4th),70,320,Subscriber,94070
694958,551,3/24/2015 9:07,Davis at Jackson,42,3/24/2015 9:16,2nd at Townsend,61,451,Subscriber,94111
693988,585,3/23/2015 17:33,Embarcadero at Vallejo,48,3/23/2015 17:42,2nd at South Park,64,370,Subscriber,94602
693046,611,3/23/2015 8:34,Market at 10th,67,3/23/2015 8:44,San Francisco Caltrain (Townsend at 4th),70,355,Subscriber,94103
692089,1888,3/21/2015 13:47,Embarcadero at Sansome,60,3/21/2015 14:19,Harry Bridges Plaza (Ferry Building),50,687,Customer,6852
691146,646,3/20/2015 15:18,Harry Bridges Plaza (Ferry Building),50,3/20/2015 15:28,San Francisco Caltrain (Townsend at 4th),70,571,Subscriber,94002
690187,367,3/19/2015 23:49,5th at Howard,57,3/19/2015 23:55,San Francisco Caltrain 2 (330 Townsend),69,546,Subscriber,94107
689244,391,3/19/2015 12:51,Temporary Transbay Terminal (Howard at Beale),55,3/19/2015 12:57,2nd at Townsend,61,69,Customer,94920
688282,379,3/18/2015 21:11,Powell Street BART,39,3/18/2015 21:17,Washington at Kearny,46,577,Subscriber,94107
687351,96,3/18/2015 12:01,Market at Sansome,77,3/18/2015 12:02,Mechanics Plaza (Market at Battery),75,447,Subscriber,94117
686354,227,3/17/2015 19:22,Mountain View Caltrain Station,28,3/17/2015 19:25,Evelyn Park and Ride,30,649,Subscriber,94105
685335,604,3/17/2015 10:33,Market at 4th,76,3/17/2015 10:43,Embarcadero at Bryant,54,389,Subscriber,94103
684371,586,3/16/2015 18:41,Embarcadero at Bryant,54,3/16/2015 18:51,Mechanics Plaza (Market at Battery),75,441,Subscriber,94105
683398,244,3/16/2015 9:40,San Antonio Caltrain Station,29,3/16/2015 9:44,San Antonio Shopping Center,31,704,Subscriber,94103
682412,1618,3/15/2015 12:01,Harry Bridges Plaza (Ferry Building),50,3/15/2015 12:28,Temporary Transbay Terminal (Howard at Beale),55,472,Customer,80211
681468,535,3/13/2015 19:25,Temporary Transbay Terminal (Howard at Beale),55,3/13/2015 19:34,Embarcadero at Sansome,60,267,Subscriber,94105
680516,339,3/13/2015 9:40,Beale at Market,56,3/13/2015 9:45,Broadway St at Battery St,82,559,Subscriber,94132
679573,3113,3/12/2015 17:56,Arena Green / SAP Center,14,3/12/2015 18:48,Japantown,9,190,Customer,95112
678590,671,3/12/2015 9:02,Golden Gate at Polk,59,3/12/2015 9:14,San Francisco Caltrain (Townsend at 4th),70,441,Subscriber,94102
677640,334,3/11/2015 17:20,Yerba Buena Center of the Arts (3rd @ Howard),68,3/11/2015 17:26,San Francisco Caltrain 2 (330 Townsend),69,592,Subscriber,94401
676693,480,3/11/2015 8:16,Temporary Transbay Terminal (Howard at Beale),55,3/11/2015 8:24,5th at Howard,57,494,Subscriber,94170
675593,528,3/10/2015 14:15,Market at 4th,76,3/10/2015 14:24,South Van Ness at Market,66,555,Subscriber,94556
674559,638,3/9/2015 20:13,Temporary Transbay Terminal (Howard at Beale),55,3/9/2015 20:24,San Francisco Caltrain 2 (330 Townsend),69,484,Subscriber,94107
673435,595,3/9/2015 9:20,Powell at Post (Union Square),71,3/9/2015 9:30,Davis at Jackson,42,403,Subscriber,94109
672377,197,3/7/2015 20:19,Howard at 2nd,63,3/7/2015 20:23,Post at Kearny,47,417,Subscriber,94107
671426,774,3/6/2015 17:04,Golden Gate at Polk,59,3/6/2015 17:17,San Francisco Caltrain (Townsend at 4th),70,546,Subscriber,94305
670464,666,3/6/2015 8:25,San Francisco Caltrain (Townsend at 4th),70,3/6/2015 8:36,Steuart at Market,74,310,Subscriber,94024
669496,335,3/5/2015 16:16,Howard at 2nd,63,3/5/2015 16:22,5th at Howard,57,581,Subscriber,94107
668434,899,3/5/2015 6:46,San Francisco Caltrain (Townsend at 4th),70,3/5/2015 7:01,Temporary Transbay Terminal (Howard at Beale),55,332,Subscriber,94030
667384,378,3/4/2015 11:34,Embarcadero at Sansome,60,3/4/2015 11:40,Harry Bridges Plaza (Ferry Building),50,572,Subscriber,94024
666395,575,3/3/2015 19:09,San Francisco Caltrain 2 (330 Townsend),69,3/3/2015 19:19,Market at Sansome,77,291,Subscriber,94107
665360,465,3/3/2015 9:54,Embarcadero at Bryant,54,3/3/2015 10:01,Steuart at Market,74,557,Subscriber,94134
664323,358,3/2/2015 18:04,Broadway St at Battery St,82,3/2/2015 18:10,Temporary Transbay Terminal (Howard at Beale),55,559,Subscriber,94602
663301,492,3/2/2015 8:48,2nd at Folsom,62,3/2/2015 8:56,Washington at Kearny,46,501,Subscriber,94129
662296,464,2/28/2015 16:56,5th at Howard,57,2/28/2015 17:04,Powell Street BART,39,514,Subscriber,94107
661297,249,2/27/2015 15:25,Embarcadero at Bryant,54,2/27/2015 15:29,Harry Bridges Plaza (Ferry Building),50,395,Subscriber,94903
660392,290,2/26/2015 20:55,Market at Sansome,77,2/26/2015 21:00,Embarcadero at Folsom,51,422,Subscriber,95131
659406,353,2/26/2015 10:32,Santa Clara at Almaden,4,2/26/2015 10:38,San Jose Diridon Caltrain Station,2,18,Subscriber,95113
658391,485,2/25/2015 18:10,San Francisco Caltrain (Townsend at 4th),70,2/25/2015 18:18,2nd at Folsom,62,371,Subscriber,94403
657360,451,2/25/2015 8:49,Market at Sansome,77,2/25/2015 8:56,2nd at Townsend,61,357,Subscriber,94611
656370,601,2/24/2015 17:00,Embarcadero at Folsom,51,2/24/2015 17:10,San Francisco Caltrain (Townsend at 4th),70,508,Subscriber,95131
655306,329,2/24/2015 7:14,Market at 4th,76,2/24/2015 7:19,Beale at Market,56,575,Customer,49464
654274,1035,2/23/2015 14:18,Civic Center BART (7th at Market),72,2/23/2015 14:35,Embarcadero at Sansome,60,212,Subscriber,94102
653283,1167,2/22/2015 16:58,Broadway St at Battery St,82,2/22/2015 17:17,South Van Ness at Market,66,621,Subscriber,94133
652304,738,2/20/2015 18:24,Market at 10th,67,2/20/2015 18:37,San Francisco Caltrain 2 (330 Townsend),69,509,Subscriber,94108
651306,751,2/20/2015 8:53,San Francisco Caltrain (Townsend at 4th),70,2/20/2015 9:05,Embarcadero at Folsom,51,409,Subscriber,94040
650389,404,2/19/2015 16:19,MLK Library,11,2/19/2015 16:26,San Jose Diridon Caltrain Station,2,197,Subscriber,94118
649452,725,2/19/2015 6:46,San Francisco Caltrain (Townsend at 4th),70,2/19/2015 6:58,Temporary Transbay Terminal (Howard at Beale),55,416,Subscriber,94030
648542,502,2/18/2015 12:38,Commercial at Montgomery,45,2/18/2015 12:46,Howard at 2nd,63,501,Subscriber,94114
647616,443,2/17/2015 19:08,2nd at South Park,64,2/17/2015 19:16,Yerba Buena Center of the Arts (3rd @ Howard),68,634,Subscriber,94107
646669,368,2/17/2015 9:44,Market at 10th,67,2/17/2015 9:50,5th at Howard,57,289,Subscriber,94117
645710,487,2/16/2015 13:54,Washington at Kearny,46,2/16/2015 14:02,Steuart at Market,74,581,Customer,nil
644773,1191,2/14/2015 21:11,Powell Street BART,39,2/14/2015 21:31,Harry Bridges Plaza (Ferry Building),50,421,Customer,94590
643848,338,2/13/2015 18:09,Embarcadero at Sansome,60,2/13/2015 18:14,Embarcadero at Sansome,60,477,Subscriber,94102
642924,326,2/13/2015 9:51,Townsend at 7th,65,2/13/2015 9:56,San Francisco Caltrain (Townsend at 4th),70,609,Subscriber,94107
642027,253,2/12/2015 17:57,Commercial at Montgomery,45,2/12/2015 18:01,Davis at Jackson,42,16,Subscriber,94108
641107,286,2/12/2015 8:59,Market at Sansome,77,2/12/2015 9:04,2nd at Folsom,62,531,Subscriber,94117
640197,260,2/11/2015 17:30,Broadway St at Battery St,82,2/11/2015 17:34,Beale at Market,56,368,Subscriber,94131
639213,321,2/11/2015 8:40,Embarcadero at Bryant,54,2/11/2015 8:46,Harry Bridges Plaza (Ferry Building),50,359,Subscriber,94105
638340,470,2/10/2015 17:06,Broadway St at Battery St,82,2/10/2015 17:14,Temporary Transbay Terminal (Howard at Beale),55,521,Subscriber,94602
637418,829,2/10/2015 8:30,Ryland Park,84,2/10/2015 8:44,Santa Clara at Almaden,4,669,Customer,nil
636505,261,2/9/2015 17:00,Market at 4th,76,2/9/2015 17:04,Harry Bridges Plaza (Ferry Building),50,418,Subscriber,94952
635612,247,2/9/2015 7:51,Civic Center BART (7th at Market),72,2/9/2015 7:55,Market at 4th,76,522,Subscriber,94103
634662,513,2/6/2015 17:07,San Francisco Caltrain (Townsend at 4th),70,2/6/2015 17:16,Embarcadero at Bryant,54,415,Subscriber,94109
633781,245,2/5/2015 18:00,San Francisco Caltrain 2 (330 Townsend),69,2/5/2015 18:05,Townsend at 7th,65,469,Subscriber,94107
632832,408,2/5/2015 8:52,San Francisco Caltrain (Townsend at 4th),70,2/5/2015 8:58,2nd at Folsom,62,383,Subscriber,94404
631949,343,2/4/2015 17:23,Howard at 2nd,63,2/4/2015 17:29,Steuart at Market,74,505,Subscriber,94501
631000,803,2/4/2015 8:44,San Francisco Caltrain (Townsend at 4th),70,2/4/2015 8:57,Mechanics Plaza (Market at Battery),75,532,Subscriber,94063
630044,306,2/3/2015 17:10,Market at 4th,76,2/3/2015 17:16,Steuart at Market,74,284,Subscriber,94941
629151,226,2/3/2015 8:29,San Francisco Caltrain 2 (330 Townsend),69,2/3/2015 8:33,Townsend at 7th,65,601,Subscriber,94025
628232,1277,2/2/2015 17:02,Embarcadero at Sansome,60,2/2/2015 17:23,San Francisco Caltrain (Townsend at 4th),70,525,Customer,nil
627308,524,2/2/2015 8:02,Market at 4th,76,2/2/2015 8:11,Market at 10th,67,405,Subscriber,94108
626340,2894,1/31/2015 10:51,Steuart at Market,74,1/31/2015 11:39,Embarcadero at Sansome,60,319,Customer,nil
625452,337,1/30/2015 13:10,Broadway St at Battery St,82,1/30/2015 13:16,Market at Sansome,77,373,Subscriber,94132
624514,1007,1/29/2015 19:02,SJSU 4th at San Carlos,12,1/29/2015 19:18,San Jose Diridon Caltrain Station,2,682,Subscriber,94030
623637,273,1/29/2015 10:00,Broadway St at Battery St,82,1/29/2015 10:04,Steuart at Market,74,581,Subscriber,94133
622730,319,1/28/2015 18:19,2nd at South Park,64,1/28/2015 18:24,Market at Sansome,77,292,Subscriber,94702
621779,390,1/28/2015 9:20,Washington at Kearny,46,1/28/2015 9:27,Beale at Market,56,523,Subscriber,94133
620859,889,1/27/2015 17:53,Townsend at 7th,65,1/27/2015 18:07,Steuart at Market,74,267,Subscriber,94568
619865,394,1/27/2015 8:47,San Francisco Caltrain (Townsend at 4th),70,1/27/2015 8:54,Howard at 2nd,63,551,Subscriber,94105
618939,452,1/26/2015 17:08,Harry Bridges Plaza (Ferry Building),50,1/26/2015 17:16,Embarcadero at Sansome,60,315,Subscriber,94133
617970,285,1/26/2015 7:58,Market at 4th,76,1/26/2015 8:03,Market at Sansome,77,877,Subscriber,94107
616975,680,1/24/2015 11:55,Market at Sansome,77,1/24/2015 12:07,Market at 10th,67,318,Subscriber,94803
616053,342,1/23/2015 13:09,Powell at Post (Union Square),71,1/23/2015 13:15,Mechanics Plaza (Market at Battery),75,620,Subscriber,94941
615166,234,1/22/2015 18:59,2nd at Folsom,62,1/22/2015 19:03,2nd at South Park,64,569,Customer,94709
614154,700,1/22/2015 9:27,San Francisco Caltrain (Townsend at 4th),70,1/22/2015 9:39,Spear at Folsom,49,557,Subscriber,94404
613261,928,1/21/2015 17:43,Embarcadero at Sansome,60,1/21/2015 17:59,Beale at Market,56,519,Subscriber,94121
612280,661,1/21/2015 8:49,Powell at Post (Union Square),71,1/21/2015 9:00,Temporary Transbay Terminal (Howard at Beale),55,475,Subscriber,94109
611292,368,1/20/2015 17:08,2nd at Townsend,61,1/20/2015 17:14,Harry Bridges Plaza (Ferry Building),50,313,Subscriber,94901
610244,638,1/20/2015 8:06,2nd at Townsend,61,1/20/2015 8:17,Embarcadero at Vallejo,48,191,Subscriber,94107
609273,450,1/19/2015 7:51,Market at 10th,67,1/19/2015 7:59,Market at 4th,76,604,Subscriber,94103
608027,484,1/16/2015 20:15,Grant Avenue at Columbus Avenue,73,1/16/2015 20:23,Powell at Post (Union Square),71,532,Subscriber,94133
606949,403,1/16/2015 9:23,Civic Center BART (7th at Market),72,1/16/2015 9:30,Townsend at 7th,65,518,Subscriber,94131
605963,865,1/15/2015 16:57,Broadway St at Battery St,82,1/15/2015 17:12,5th at Howard,57,277,Subscriber,94103
604998,562,1/15/2015 8:06,Harry Bridges Plaza (Ferry Building),50,1/15/2015 8:15,2nd at Townsend,61,573,Subscriber,94534
604058,281,1/14/2015 15:56,Clay at Battery,41,1/14/2015 16:00,Market at Sansome,77,437,Subscriber,94103
603086,1089,1/14/2015 7:03,San Francisco Caltrain (Townsend at 4th),70,1/14/2015 7:22,Embarcadero at Sansome,60,384,Subscriber,95111
602187,447,1/13/2015 15:10,Market at 10th,67,1/13/2015 15:17,Townsend at 7th,65,354,Subscriber,94702
601227,261,1/13/2015 6:05,Spear at Folsom,49,1/13/2015 6:10,Harry Bridges Plaza (Ferry Building),50,556,Subscriber,94105
600352,498,1/12/2015 13:49,2nd at South Park,64,1/12/2015 13:57,Powell Street BART,39,537,Subscriber,94702
599414,501,1/11/2015 18:45,Clay at Battery,41,1/11/2015 18:53,Powell at Post (Union Square),71,613,Subscriber,94612
598535,938,1/9/2015 19:41,Embarcadero at Sansome,60,1/9/2015 19:57,San Francisco Caltrain (Townsend at 4th),70,273,Subscriber,94010
597582,776,1/9/2015 9:46,San Francisco Caltrain (Townsend at 4th),70,1/9/2015 9:59,Mechanics Plaza (Market at Battery),75,500,Subscriber,95051
596703,465,1/8/2015 17:43,Temporary Transbay Terminal (Howard at Beale),55,1/8/2015 17:50,San Francisco Caltrain (Townsend at 4th),70,425,Subscriber,94062
595760,1729,1/8/2015 8:56,Harry Bridges Plaza (Ferry Building),50,1/8/2015 9:25,2nd at Townsend,61,505,Subscriber,94903
594859,289,1/7/2015 17:10,5th at Howard,57,1/7/2015 17:15,Howard at 2nd,63,358,Subscriber,94611
593926,508,1/7/2015 8:28,Market at 4th,76,1/7/2015 8:36,San Francisco Caltrain (Townsend at 4th),70,484,Subscriber,94706
593028,452,1/6/2015 16:33,2nd at Townsend,61,1/6/2015 16:40,Harry Bridges Plaza (Ferry Building),50,426,Subscriber,94107
592093,379,1/6/2015 7:31,Yerba Buena Center of the Arts (3rd @ Howard),68,1/6/2015 7:37,Harry Bridges Plaza (Ferry Building),50,513,Subscriber,80203
591133,400,1/5/2015 12:27,5th at Howard,57,1/5/2015 12:34,Temporary Transbay Terminal (Howard at Beale),55,563,Subscriber,94105
590204,1076,1/4/2015 11:52,Temporary Transbay Terminal (Howard at Beale),55,1/4/2015 12:10,Civic Center BART (7th at Market),72,672,Subscriber,94103
589260,382,1/2/2015 8:52,South Van Ness at Market,66,1/2/2015 8:59,Powell Street BART,39,382,Subscriber,94110
588294,198,12/30/2014 18:14,2nd at Townsend,61,12/30/2014 18:17,San Francisco Caltrain 2 (330 Townsend),69,573,Subscriber,95125
587327,660,12/29/2014 15:14,Market at 10th,67,12/29/2014 15:25,San Francisco Caltrain (Townsend at 4th),70,360,Subscriber,94014
586384,474,12/27/2014 18:12,Post at Kearny,47,12/27/2014 18:20,2nd at Folsom,62,498,Customer,94134
585426,1214,12/24/2014 17:30,Powell at Post (Union Square),71,12/24/2014 17:50,Powell Street BART,39,328,Customer,96003
584369,303,12/23/2014 13:09,5th at Howard,57,12/23/2014 13:14,Market at 4th,76,452,Subscriber,94103
583425,397,12/22/2014 16:53,5th at Howard,57,12/22/2014 17:00,Temporary Transbay Terminal (Howard at Beale),55,518,Subscriber,94611
582451,700,12/22/2014 1:51,Golden Gate at Polk,59,12/22/2014 2:03,Market at Sansome,77,620,Customer,nil
581503,629,12/19/2014 17:41,Market at Sansome,77,12/19/2014 17:52,San Francisco Caltrain (Townsend at 4th),70,368,Subscriber,95110
580549,774,12/18/2014 17:12,San Jose Diridon Caltrain Station,2,12/18/2014 17:25,Japantown,9,256,Subscriber,95112
579612,366,12/18/2014 8:00,Steuart at Market,74,12/18/2014 8:06,Broadway St at Battery St,82,538,Subscriber,94611
578542,455,12/17/2014 8:45,Harry Bridges Plaza (Ferry Building),50,12/17/2014 8:52,2nd at Townsend,61,529,Subscriber,94612
577471,489,12/16/2014 9:14,2nd at Townsend,61,12/16/2014 9:22,Mechanics Plaza (Market at Battery),75,222,Subscriber,94107
576451,378,12/15/2014 10:52,Howard at 2nd,63,12/15/2014 10:58,Embarcadero at Folsom,51,96,Subscriber,94105
575485,321,12/13/2014 13:48,Beale at Market,56,12/13/2014 13:54,Harry Bridges Plaza (Ferry Building),50,96,Subscriber,94105
574413,335,12/12/2014 8:56,Temporary Transbay Terminal (Howard at Beale),55,12/12/2014 9:01,Commercial at Montgomery,45,504,Subscriber,94611
573508,770,12/10/2014 16:00,Beale at Market,56,12/10/2014 16:13,San Francisco Caltrain (Townsend at 4th),70,463,Subscriber,94403
572548,1096,12/10/2014 7:23,San Francisco Caltrain (Townsend at 4th),70,12/10/2014 7:42,Clay at Battery,41,33,Subscriber,94030
571629,188,12/9/2014 14:24,Embarcadero at Vallejo,48,12/9/2014 14:27,Harry Bridges Plaza (Ferry Building),50,553,Subscriber,94602
570710,1143,12/8/2014 22:21,Cowper at University,37,12/8/2014 22:40,California Ave Caltrain Station,36,202,Subscriber,94306
569805,244,12/8/2014 13:16,Temporary Transbay Terminal (Howard at Beale),55,12/8/2014 13:20,Embarcadero at Bryant,54,393,Subscriber,94111
568825,1350,12/7/2014 18:02,Market at 4th,76,12/7/2014 18:24,Embarcadero at Bryant,54,527,Customer,48009
567883,1214,12/5/2014 20:01,Market at Sansome,77,12/5/2014 20:21,2nd at Townsend,61,325,Customer,94015
566941,280,12/5/2014 8:50,Temporary Transbay Terminal (Howard at Beale),55,12/5/2014 8:55,Commercial at Montgomery,45,582,Subscriber,60622
565980,379,12/4/2014 16:30,MLK Library,11,12/4/2014 16:37,San Jose Diridon Caltrain Station,2,223,Subscriber,94110
